review_id,review_text,star_rating,date,business_name,business_category,platform,removal_reason,review_bomb_group_size,review_bomb_keep_count,flag_generic_sentiment_review_bomb,flag_arabizi_like
168,stuff tohfa awii w team garden khater w karim 3asol gdannn gdannn tohfa 😍😍😍😍,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps,arabizi_like,1,1,False,True
169,Stuff tohfaa w team garden khater w Karim shater gdan bgd mkan tohfa moot😍😍😍😍😍😍❤️,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps,arabizi_like,1,1,False,True
805,ممتاز,5,قبل شهر,المنوفي الكبابجي - كامل المنوفي فرع الشيخ زايد,مطعم مأكولات مشوية,google_maps,exact_duplicate_same_business_rating_platform,62,1,False,False
833,Mesh 7elw nehaaa2yy,1,قبل 3 أيام,مطعم العودة,مطعم مأكولات الشرق الأوسط,google_maps,arabizi_like,1,1,False,True
1190,خدمة ممتازة,5,قبل 3 أسابيع,مستشفى كليوباترا,مستشفى,google_maps,exact_duplicate_same_business_rating_platform,5,1,False,False
1193,خدمة ممتازة,5,قبل 3 أسابيع,مستشفى كليوباترا,مستشفى,google_maps,exact_duplicate_same_business_rating_platform,5,1,False,False
1291,Mahmoud Farag was so helpful,5,قبل شهر,Caracas,مطعم مأكولات لبنانية,google_maps,exact_duplicate_same_business_rating_platform,1,1,False,False
1339,خدمه ممتازه,5,قبل أسبوع,بارك مول,مركز تسوق,google_maps,review_bomb_duplicate,12,1,False,False
1749,خدمه ممتازه,5,تاريخ التعديل: قبل أسبوع,مترو ماركت,سوبرماركت,google_maps,review_bomb_duplicate,12,1,False,False
1753,ممتاز,5,تاريخ التعديل: قبل شهر,مترو ماركت,سوبرماركت,google_maps,exact_duplicate_same_business_rating_platform,62,1,False,False
1939,خدمه ممتازه,5,قبل 6 أشهر,تاج الشام TAG ELSHAM RESTAURANT,مطعم مأكولات سورية,google_maps,review_bomb_duplicate,12,1,False,False
2114,ممتاز,5,تاريخ التعديل: قبل شهرين,صاج وشاورما,مطعم شاورما,google_maps,exact_duplicate_same_business_rating_platform,62,1,False,False
2868,ممتاز,5,قبل شهر,مطعم وكافيه نعومي,مطعم,google_maps,exact_duplicate_same_business_rating_platform,62,1,False,False
2869,ممتاز,5,تاريخ التعديل: قبل شهر,مطعم وكافيه نعومي,مطعم,google_maps,exact_duplicate_same_business_rating_platform,62,1,False,False
2904,Tomas mn ashtar el nas 2ly 3mlt sha3ry ma3ahom bgd w bgilo mn a5r el donia 3lshan e3mly sha3ry a7san el nas 2ly mwgodin fil salon,5,قبل شهر,ELLE Salon,صالون تجميل,google_maps,arabizi_like,1,1,False,True
3089,تجربه جيدة,5,قبل شهرين,مستشفى الزهيري,مستشفى,google_maps,exact_duplicate_same_business_rating_platform,1,1,False,False
3091,تجربه جيدة,5,قبل شهرين,مستشفى الزهيري,مستشفى,google_maps,exact_duplicate_same_business_rating_platform,1,1,False,False
3383,خدمه ممتازه,5,قبل 3 أسابيع,سمارت ماركت القاهرة الجديدة,متجر بقالة,google_maps,review_bomb_duplicate,12,1,False,False
3445,ممتاز,5,قبل شهر,مطعم سيتي كريب الشيخ زايد_City Crepe,مطعم كريب,google_maps,review_bomb_duplicate,62,25,True,False
3462,ممتاز,5,قبل شهر,حاتى الجيش,مطعم مأكولات مشوية,google_maps,review_bomb_duplicate,62,25,True,False
3770,خدمه ممتازه,5,قبل 4 أشهر,المستشفى القبطي بالقاهرة,مستشفى خاصة,google_maps,review_bomb_duplicate,12,1,False,False
3775,ممتاز,5,قبل 8 أشهر,المستشفى القبطي بالقاهرة,مستشفى خاصة,google_maps,review_bomb_duplicate,62,25,True,False
3808,Very good,5,قبل 9 أشهر,حاتى أبو خالد,مطعم مأكولات مشوية,google_maps,review_bomb_duplicate,16,7,True,False
3820,Makan helw awi w dr/huda helwa gedn,5,قبل شهر,Cairo Cosmo Center,عيادة جراحة التجميل,google_maps,arabizi_like,1,1,False,True
3910,جيد,5,قبل سنة,مطعم فرح,مطعم أطباق اللحوم,google_maps,review_bomb_duplicate,55,22,True,False
3933,ممتاز,5,قبل 4 أشهر,انديامو,مطعم بيتزا,google_maps,review_bomb_duplicate,62,25,True,False
4021,جيد,3,قبل شهرين,سوبرماركت الخليل,سوبرماركت,google_maps,review_bomb_duplicate,55,22,True,False
4028,ممتاز,5,قبل سنتين,سوبرماركت الخليل,سوبرماركت,google_maps,review_bomb_duplicate,62,25,True,False
4029,ممتاز,5,تاريخ التعديل: قبل أسبوعين,فول زمان,مطعم فلافل,google_maps,review_bomb_duplicate,62,25,True,False
4043,جيد,4,قبل 7 أشهر,سوبر ماركت القدس,متجر بقالة,google_maps,review_bomb_duplicate,55,22,True,False
4078,جيد,4,قبل شهر,Galleria Mall,مركز تسوق,google_maps,review_bomb_duplicate,55,22,True,False
4187,ممتاز,5,قبل 10 أشهر,H2O Gym & Spa,صالة رياضة,google_maps,review_bomb_duplicate,62,25,True,False
4190,جميل,5,قبل سنة,H2O Gym & Spa,صالة رياضة,google_maps,review_bomb_duplicate,31,13,True,False
4242,El makan clean awi w elnas henak zo2 gdn w ely 3mly 4a3ry kan shater bsra7a,5,قبل 3 أشهر,Dehya Beauty Salon ( New Cairo ),صالون تجميل,google_maps,arabizi_like,1,1,False,True
4276,جميل,5,قبل 8 أشهر,Esplanade cafe restaurant,مطعم,google_maps,review_bomb_duplicate,31,13,True,False
4281,To7faaa bgd,5,قبل أسبوعين,بيتزا و باستا سان مارينو القاهرة الجديدة,مطعم مأكولات إيطالية,google_maps,arabizi_like,1,1,False,True
4306,ممتاز,5,قبل 5 أيام,بيتزا كينج باب اللوق,مطعم بيتزا,google_maps,review_bomb_duplicate,62,25,True,False
4380,جيد,5,قبل 9 أشهر,مطعم زين الشام,مطعم مأكولات سورية,google_maps,review_bomb_duplicate,55,22,True,False
4421,El hamam el ma8rby to7fa w farah shatra mooot,5,قبل 4 أشهر,MOSCOW COLORS BEAUTY LOUNGE & SPA,صالون تجميل,google_maps,arabizi_like,1,1,False,True
4491,جيد,2,قبل شهرين,مطعم الشروق,مطعم فلافل,google_maps,review_bomb_duplicate,55,22,True,False
4529,حلو,4,قبل شهرين,Beesho Supermarket,سوبرماركت,google_maps,review_bomb_duplicate,23,10,True,False
4545,جيد,3,قبل 9 أشهر,سوبر ماركت هاى لايف,سوبرماركت,google_maps,review_bomb_duplicate,55,22,True,False
4556,رائع,5,قبل 10 أشهر,مطعم الدمياطي فول وفلافل,مطعم فلافل,google_maps,review_bomb_duplicate,26,11,True,False
4658,جيد,2,قبل سنة,مطعم حضرموت اكتوبر,مطعم أطباق اللحوم,google_maps,review_bomb_duplicate,55,22,True,False
4725,ممتاز,5,قبل شهر,صيدليات مصر-فرع طلعت حرب,صيدلية,google_maps,review_bomb_duplicate,62,25,True,False
4739,Good,5,قبل يومين (2),Platinum Clinics,عيادة متخصصة,google_maps,review_bomb_duplicate,28,12,True,False
4857,ممتازة,5,قبل سنة,سوبر ماركت فود لاند Food Land,سوبرماركت,google_maps,exact_duplicate_same_business_rating_platform,12,1,False,False
4884,ممتاز,5,قبل 4 أشهر,مستشفى مصر الجديدة التخصصي,مستشفى,google_maps,review_bomb_duplicate,62,25,True,False
4907,رائع,5,قبل 5 أشهر,Edgefit Gym,صالة رياضة,google_maps,review_bomb_duplicate,26,11,True,False
5034,جيد,3,قبل 4 أشهر,سوبر ماركت البركه,سوبرماركت,google_maps,review_bomb_duplicate,55,22,True,False
5044,حلو,5,تاريخ التعديل: قبل شهر,Golden Zedan Gym,صالة رياضة,google_maps,review_bomb_duplicate,23,10,True,False
5113,ممتاز,5,قبل سنة,papa cafe & resturant,مطعم,google_maps,review_bomb_duplicate,62,25,True,False
5127,very good,3,قبل سنتين,papa cafe & resturant,مطعم,google_maps,review_bomb_duplicate,16,7,True,False
5276,جميل,5,قبل سنة,Fathallah Sons Market,متجر بقالة,google_maps,review_bomb_duplicate,31,13,True,False
5281,ممتاز,5,قبل 3 أشهر,صيدليات سيف,صيدلية,google_maps,review_bomb_duplicate,62,25,True,False
5282,جيد,4,قبل 4 أشهر,صيدليات سيف,صيدلية,google_maps,review_bomb_duplicate,55,22,True,False
5350,Very good,5,قبل 10 أشهر,مطعم الشامي للمأكولات السورية,مطعم مأكولات سورية,google_maps,review_bomb_duplicate,16,7,True,False
5413,Good,3,قبل سنة,أسواق اكتوبر,متجر بقالة راقٍ,google_maps,review_bomb_duplicate,28,12,True,False
5420,ممتاز,5,قبل 3 سنوات,أسواق اكتوبر,متجر بقالة راقٍ,google_maps,review_bomb_duplicate,62,25,True,False
5537,شكرا,5,قبل شهرين,صيدليات دوس,صيدلية,google_maps,review_bomb_duplicate,10,1,False,False
5548,جيد,3,قبل سنتين,Town Gym,صالة رياضة,google_maps,review_bomb_duplicate,55,22,True,False
5555,خدمه ممتازه,5,تاريخ التعديل: قبل شهرين,Abdo pharmacy - صيدلية عبده,صيدلية,google_maps,review_bomb_duplicate,12,1,False,False
5599,Good,4,تاريخ التعديل: قبل 3 سنوات,5amsina Cafe,مقهى,google_maps,review_bomb_duplicate,28,12,True,False
5611,ممتاز,5,قبل 5 أشهر,صيدليات مصر - فرع التجمع الخامس,صيدلية,google_maps,review_bomb_duplicate,62,25,True,False
5613,"خدمه
ممتازه",5,قبل 7 أشهر,صيدليات مصر - فرع التجمع الخامس,صيدلية,google_maps,review_bomb_duplicate,12,1,False,False
5628,رائع,5,قبل 8 أشهر,H2O GYM Zamalek,صالة رياضة,google_maps,review_bomb_duplicate,26,11,True,False
5657,Good,1,قبل سنة,PUMP CLUB gym,صالة رياضة,google_maps,review_bomb_duplicate,28,12,True,False
5723,جيد,3,قبل 3 سنوات,كايرو كلينك,عيادة الخصوبة,google_maps,review_bomb_duplicate,55,22,True,False
5781,Good place,5,قبل سنتين,Egyptian muscle,صالة رياضة,google_maps,exact_duplicate_same_business_rating_platform,3,1,False,False
5861,ممتاز جدا,5,قبل 3 سنوات,مستشفي المركز الطبي الإنجيلي بالقاهرة,مستشفى,google_maps,review_bomb_duplicate,22,9,True,False
5903,"Thanks maro bgd mn a7sn el nas
Nails bt3tk to7faaaa😍♥️♥️♥️♥️",5,قبل 10 أشهر,Beauty salon Glowing,صالون تجميل,google_maps,arabizi_like,1,1,False,True
5972,جيد,5,قبل 4 سنوات,El Sawaf Supermarket,سوبرماركت,google_maps,review_bomb_duplicate,55,22,True,False
6007,ممتاز,5,قبل سنتين,بيتزا ايطاليا,مطعم,google_maps,review_bomb_duplicate,62,25,True,False
6015,Excellent,5,قبل سنة,مشويات سخسخ,مطعم مأكولات مشوية,google_maps,review_bomb_duplicate,10,4,True,False
6050,كويس,1,قبل سنة,مطعم مشويات,مطعم مأكولات مشوية,google_maps,review_bomb_duplicate,16,7,True,False
6057,ممتاز,5,قبل 4 سنوات,مطعم مشويات,مطعم مأكولات مشوية,google_maps,review_bomb_duplicate,62,25,True,False
6068,جامد,5,قبل 3 سنوات,ابوظريفة فول وطعمية,مطعم فلافل,google_maps,review_bomb_duplicate,10,4,True,False
6116,Good,3,قبل 4 سنوات,مطعم الفول والطعمية,مطعم,google_maps,review_bomb_duplicate,28,12,True,False
6119,جميل,5,قبل 9 ساعات,Safir hotel cairo,فندق,google_maps,review_bomb_duplicate,31,13,True,False
6138,ممتاز,5,قبل سنة,مشويات سعودي,مطعم مأكولات مشوية,google_maps,review_bomb_duplicate,62,25,True,False
6171,Good,5,قبل 8 سنوات,صيدلية ولى العهد,صيدلية,google_maps,review_bomb_duplicate,28,12,True,False
6175,ممتاز,5,قبل 4 سنوات,مطعم فول,مطعم فلافل,google_maps,review_bomb_duplicate,62,25,True,False
6176,Good,5,قبل 4 سنوات,مطعم فول,مطعم فلافل,google_maps,review_bomb_duplicate,28,12,True,False
6197,جيد,4,قبل 9 سنوات,صيدلية باب الخلق,صيدلية,google_maps,review_bomb_duplicate,55,22,True,False
6231,جميل,5,2026-02-12,Elmenus,food_delivery,play_store,review_bomb_duplicate,31,13,True,False
6245,ممتاز,5,2025-12-30,Elmenus,food_delivery,play_store,review_bomb_duplicate,62,25,True,False
6261,ممتاز,5,2025-11-10,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6267,كويس,5,2025-10-24,Elmenus,food_delivery,play_store,review_bomb_duplicate,16,7,True,False
6272,ممتاز جدا جدا,5,2025-10-04,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,4,1,False,False
6273,ممتاز,5,2025-10-03,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6277,جيد,4,2025-09-26,Elmenus,food_delivery,play_store,review_bomb_duplicate,55,22,True,False
6282,جميل جدا,5,2025-09-05,Elmenus,food_delivery,play_store,review_bomb_duplicate,15,6,True,False
6291,ممتاز,5,2025-08-08,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6300,ممتاز,5,2025-07-18,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6301,ممتاز,5,2025-07-17,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6302,وحش جدا,1,2025-07-17,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,2,1,False,False
6314,ممتاز,5,2025-06-24,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6321,ممتاز,5,2025-04-12,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6323,رائع,5,2025-04-03,Elmenus,food_delivery,play_store,review_bomb_duplicate,26,11,True,False
6325,ممتاز,5,2025-03-23,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6337,ممتاز,5,2024-12-25,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6349,حلو,5,2024-11-20,Elmenus,food_delivery,play_store,review_bomb_duplicate,23,10,True,False
6350,جميل,5,2024-11-19,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,31,1,False,False
6355,ممتاز,5,2024-11-08,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6357,رائع,5,2024-11-03,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,26,1,False,False
6362,جميل,5,2024-10-20,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,31,1,False,False
6391,حلو,5,2024-07-05,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,23,1,False,False
6396,ممتاز,5,2024-07-01,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6402,جيد,5,2024-06-06,Elmenus,food_delivery,play_store,review_bomb_duplicate,55,22,True,False
6407,رائع,5,2024-05-26,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,26,1,False,False
6414,جميل جدا,5,2024-04-15,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,15,1,False,False
6444,جميل جدا,5,2024-01-06,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,15,1,False,False
6453,جيد,5,2023-12-23,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,55,1,False,False
6468,حلو,5,2023-11-27,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,23,1,False,False
6479,ممتاز,1,2023-11-04,Elmenus,food_delivery,play_store,review_bomb_duplicate,62,25,True,False
6488,تطبيق سئ جداً,1,2023-10-14,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,2,1,False,False
6499,رائع,5,2023-09-23,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,26,1,False,False
6503,رائع,5,2023-09-16,Elmenus,food_delivery,play_store,exact_duplicate_same_business_rating_platform,26,1,False,False
6532,ممتاز,5,2026-03-10,Careem,transport,play_store,review_bomb_duplicate,62,25,True,False
6547,ممتاز,5,2026-03-07,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6553,ممتاز,5,2026-03-05,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6559,جيد,2,2026-03-02,Careem,transport,play_store,review_bomb_duplicate,55,22,True,False
6585,ممتاز,5,2026-02-26,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6596,ممتاز,5,2026-02-24,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6602,ممتاز,5,2026-02-24,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6628,ممتاز,5,2026-02-20,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6631,ممتاز,3,2026-02-18,Careem,transport,play_store,review_bomb_duplicate,62,25,True,False
6643,كويس,5,2026-02-16,Careem,transport,play_store,review_bomb_duplicate,16,7,True,False
6667,جيد,5,2026-02-12,Careem,transport,play_store,review_bomb_duplicate,55,22,True,False
6668,ممتاز,5,2026-02-11,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6678,جيد,5,2026-02-10,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,55,1,False,False
6694,ممتاز,5,2026-02-07,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6698,ممتاز,5,2026-02-06,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6701,جيد جدا,5,2026-02-06,Careem,transport,play_store,review_bomb_duplicate,21,9,True,False
6704,ممتازة,5,2026-02-06,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,12,1,False,False
6707,شكرا,5,2026-02-06,Careem,transport,play_store,review_bomb_duplicate,10,1,False,False
6712,ممتازه,5,2026-02-05,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,10,1,False,False
6718,ممتاز,5,2026-02-05,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6724,ممتاز,5,2026-02-05,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6738,جيد,3,2026-02-03,Careem,transport,play_store,review_bomb_duplicate,55,22,True,False
6744,ممتاز,5,2026-02-02,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6748,ممتاز,5,2026-02-02,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6750,جيد,4,2026-02-01,Careem,transport,play_store,review_bomb_duplicate,55,22,True,False
6756,جيد,5,2026-01-31,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,55,1,False,False
6761,رائع,5,2026-01-31,Careem,transport,play_store,review_bomb_duplicate,26,11,True,False
6766,ممتاز,5,2026-01-30,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6768,ممتاز,5,2026-01-29,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6770,ممتاز,5,2026-01-29,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6786,جيد,5,2026-01-27,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,55,1,False,False
6787,ممتاز جدا,5,2026-01-27,Careem,transport,play_store,review_bomb_duplicate,22,9,True,False
6790,جيد جدا,5,2026-01-27,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,21,1,False,False
6796,جيد جدا,5,2026-01-26,Careem,transport,play_store,exact_duplicate_same_business_rating_platform,21,1,False,False
6802,جميل,5,2026-01-25,Careem,transport,play_store,review_bomb_duplicate,31,13,True,False
6807,جيد,5,2026-03-14,Uber,transport,play_store,review_bomb_duplicate,55,22,True,False
6809,ممتاز,5,2026-03-14,Uber,transport,play_store,review_bomb_duplicate,62,25,True,False
6810,جميل,5,2026-03-14,Uber,transport,play_store,review_bomb_duplicate,31,13,True,False
6816,ممتاز جدا,5,2026-03-13,Uber,transport,play_store,review_bomb_duplicate,22,9,True,False
6818,ممتاز,5,2026-03-13,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6820,ممتاز جدا,5,2026-03-13,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,22,1,False,False
6822,ممتاز,5,2026-03-13,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6826,شكرا,5,2026-03-13,Uber,transport,play_store,review_bomb_duplicate,10,1,False,False
6829,جيد جدا,5,2026-03-13,Uber,transport,play_store,review_bomb_duplicate,21,9,True,False
6830,جيدة جدا,5,2026-03-13,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,3,1,False,False
6831,جميل,5,2026-03-13,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,31,1,False,False
6833,جميل جدا,5,2026-03-13,Uber,transport,play_store,review_bomb_duplicate,15,6,True,False
6843,ممتازه,5,2026-03-13,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,10,1,False,False
6844,حلو,5,2026-03-13,Uber,transport,play_store,review_bomb_duplicate,23,10,True,False
6845,ممتاز جدا,5,2026-03-13,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,22,1,False,False
6856,ممتاز,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6860,جيد جداً,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,21,1,False,False
6863,ممتازه,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,10,1,False,False
6865,ممتاز,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6866,ممتازة,5,2026-03-12,Uber,transport,play_store,review_bomb_duplicate,12,5,True,False
6868,ممتاز,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6872,جميل,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,31,1,False,False
6873,ممتازه,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,10,1,False,False
6877,ممتاز جدا,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,22,1,False,False
6878,جميل,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,31,1,False,False
6879,ممتاز جدا,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,22,1,False,False
6881,حلو,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,23,1,False,False
6885,ممتازه,5,2026-03-12,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,10,1,False,False
6887,رائع,5,2026-03-11,Uber,transport,play_store,review_bomb_duplicate,26,11,True,False
6893,جيد جدا,5,2026-03-11,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,21,1,False,False
6897,جيد,5,2026-03-11,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,55,1,False,False
6904,ممتاز,5,2026-03-11,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6908,ممتاز,5,2026-03-11,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6911,حلو,5,2026-03-11,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,23,1,False,False
6912,جميل جدا,5,2026-03-11,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,15,1,False,False
6915,ممتاز,5,2026-03-11,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6919,ممتازه,5,2026-03-11,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,10,1,False,False
6921,ممتاز,5,2026-03-11,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6923,جميل جدا,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,15,1,False,False
6927,جميله,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,6,1,False,False
6932,جيد,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,55,1,False,False
6936,ممتاز جداً,1,2026-03-10,Uber,transport,play_store,review_bomb_duplicate,22,9,True,False
6937,ممتاز,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6938,خدمه ممتازه,5,2026-03-10,Uber,transport,play_store,review_bomb_duplicate,12,1,False,False
6944,ممتاز,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6947,ممتاز,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6949,جيد,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,55,1,False,False
6950,جيده,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,8,1,False,False
6953,جيد جدا,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,21,1,False,False
6954,ممتاز,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,62,1,False,False
6957,رائع,5,2026-03-10,Uber,transport,play_store,exact_duplicate_same_business_rating_platform,26,1,False,False
